CHAPTERS BELOW 13 SCREENS
=========================
Computer Science | 100-days-of-code-the-complete-python-pro-bootcamp | 100 Days of Code: The Complete Python Pro Bootcamp | module=1 chapter=1 | Getting Started with Python: Installation and Your First Program | expected=9 stored=9 | course_imported=2026-09-02T11:57:39.241Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=4 chapter=3 | Text Translation and Speech Services with Azure AI | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=5 chapter=1 | Introduction to Knowledge Mining | expected=10 stored=10 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=5 chapter=2 | Understanding Azure Cognitive Search | expected=10 stored=10 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=5 chapter=3 | Data Ingestion and Indexing | expected=12 stored=12 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=5 chapter=4 | AI Enrichment with Skillsets | expected=12 stored=12 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=5 chapter=5 | Querying and Exploring Search Results | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=6 chapter=1 | Introduction to Conversational AI and Azure Bot Service | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=6 chapter=2 | Designing and Implementing a Simple Bot with Azure Bot Service | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=6 chapter=3 | Enhancing Bots with QnA Maker | expected=10 stored=10 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=6 chapter=4 | Understanding and Integrating Language Understanding (LUIS) | expected=11 stored=11 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | microsoft-certified-azure-ai-fundamentals-ai-900 | Microsoft Certified: Azure AI Fundamentals (AI-900) | module=6 chapter=5 | Deploying and Managing Conversational AI Solutions | expected=12 stored=12 | course_imported=2026-09-14T08:00:27.753Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=1 chapter=1 | What is JavaScript and Where Does It Run? | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=1 chapter=2 | Variables and Basic Data Types | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=1 chapter=3 | Operators and Expressions | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=2 chapter=1 | Variables, Data Types, and Operators | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=2 chapter=2 | Control Flow: Conditionals and Loops | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=2 chapter=3 | Functions: Building Reusable Code | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=3 chapter=1 | Understanding Asynchronous JavaScript and the Event Loop | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=3 chapter=2 | Callbacks and Callback Hell | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=3 chapter=3 | Promises: The Foundation of Modern Async | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=3 chapter=4 | Async/Await: Syntactic Sugar for Promises | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=4 chapter=1 | Modern JavaScript Syntax Enhancements (ES6+) | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=4 chapter=2 | Advanced ES6+ Features & Modules | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=4 chapter=3 | Understanding Object-Oriented Programming (OOP) in JavaScript | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=4 chapter=4 | Classes, Inheritance, and Advanced OOP Patterns | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=5 chapter=1 | Introduction to the DOM: Document Object Model | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=5 chapter=2 | Traversing the DOM: Navigating Elements | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=5 chapter=3 | Manipulating the DOM: Creating, Modifying, Deleting Elements | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=5 chapter=4 | Event Handling: Responding to User Interactions | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=5 chapter=5 | Event Delegation & Advanced Event Patterns | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=6 chapter=1 | Introduction to Package Managers (npm/Yarn) | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=6 chapter=2 | Module Systems (ES Modules & CommonJS) | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=6 chapter=3 | Introduction to Bundlers (Webpack/Vite) | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=6 chapter=4 | Linters & Formatters (ESLint & Prettier) | expected=9 stored=9 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | modern-javascript-from-the-beginning | Modern JavaScript From The Beginning | module=6 chapter=5 | Basic Testing with Jest | expected=8 stored=8 | course_imported=2026-09-02T11:57:27.293Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=1 chapter=1 | Setting Up Your Java Development Environment | expected=9 stored=9 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=1 chapter=2 | Java Fundamentals: Variables, Data Types, and Operators | expected=9 stored=9 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=1 chapter=3 | Control Flow: Conditionals and Loops | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=1 chapter=4 | Introduction to Objects and Classes (The OOP Foundation) | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=2 chapter=1 | Introduction to Inheritance: Extending Classes | expected=9 stored=9 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=2 chapter=2 | Method Overriding and the `@Override` Annotation | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=2 chapter=3 | Understanding Polymorphism: Many Forms | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=2 chapter=4 | Abstract Classes and Abstract Methods | expected=9 stored=9 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=2 chapter=5 | Interfaces: Defining Contracts | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=3 chapter=1 | Abstract Classes and Methods | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=3 chapter=2 | Interfaces and Default Methods | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=3 chapter=3 | Nested and Inner Classes | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
Computer Science | object-oriented-programming-in-java-specialization | Object Oriented Programming in Java Specialization | module=3 chapter=4 | Enums and Records (Java 16+) | expected=8 stored=8 | course_imported=2026-09-06T17:57:57.622Z
